16.8,21,69
12.6,17,48
42.6,47,198
41.6,46,193
18.2,23,76
21.0,26,90
25.0,29,110
20.8,25,89
46.2,51,216
18.6,23,78
45.4,50,212
19.0,24,80
44.4,49,207
33.6,38,153
41.0,46,190
32.4,37,147
15.6,20,63
36.2,40,166
34.4,39,157
42.2,47,196
33.6,38,153
45.6,50,213
24.0,28,105
28.4,33,127
21.0,26,90
12.6,17,48
37.8,43,174
30.0,34,135
28.6,33,128
30.0,35,135
24.2,29,106
29.2,34,131
53.6,57,253
28.2,33,126
40.8,45,189
23.2,28,101
17.6,22,73
37.8,42,174
53.4,58,252
33.6,38,153
55.0,59,260
52.4,57,247
26.0,32,115
22.4,28,97
34.4,39,157
42.8,47,199
46.8,51,219
51.0,56,240
18.4,22,77
61.8,66,294
27.4,32,122
53.8,59,254
43.0,48,200
28.0,32,125
29.2,34,131
29.6,34,133
34.6,39,158
34.2,38,156
20.8,25,89
38.2,43,176
34.4,39,157
33.8,38,154
19.4,24,82
19.4,24,82
34.2,39,156
60.2,65,286
15.2,20,61
22.6,27,98
41.4,46,192
36.8,41,169
27.2,32,121
40.8,44,189
27.6,32,123
32.0,37,145
11.8,16,44
38.0,42,175
17.4,21,72
12.8,18,49
36.4,41,167
27.0,32,120
13.4,18,52
43.2,48,201
33.8,39,154
34.0,38,155
14.6,19,58
57.0,62,270
44.4,48,207
14.2,20,56
47.6,52,223
35.0,40,160
40.8,46,189
20.0,25,85
17.0,23,70
54.4,59,257
36.8,41,169
67.6,72,323
28.4,33,127
36.4,41,167
59.2,65,281
15.8,22,64
16.8,22,69
23.8,29,104
19.8,25,84
42.6,47,198
33.0,38,150
52.0,57,245
21.6,27,93
46.6,50,218
28.2,32,126
57.4,61,272
12.0,17,45
11.6,15,43
31.0,35,140
25.0,30,110
11.0,16,40
23.2,28,101
12.2,17,46
33.0,38,150
18.6,23,78
33.2,38,151
18.8,24,79
45.8,50,214
13.6,19,53
28.0,33,125
26.8,32,119
18.2,22,76
26.8,31,119
21.6,26,93
25.6,29,113
31.8,36,144
12.2,17,46
18.0,22,75
24.4,29,107
25.6,30,113
19.4,24,82
22.6,26,98
24.2,29,106
22.0,27,95
22.4,27,97
12.8,17,49
28.0,33,125
20.6,24,88
28.2,33,126
18.0,23,75
26.6,32,118
11.4,15,42
31.6,36,143
33.0,38,150
