9600.0,9834,64
3900.0,3686,26
21150.0,18835,141
5400.0,8000,36
15600.0,13576,104
4500.0,4211,30
15750.0,13259,105
24000.0,20521,160
25200.0,21571,168
5850.0,5579,39
32400.0,27569,216
13950.0,12121,93
18150.0,15653,121
28650.0,24413,191
22950.0,19573,153
19200.0,16521,128
21750.0,18731,145
30600.0,25989,204
18450.0,15575,123
19350.0,16205,129
12450.0,10734,83
19650.0,17841,131
14400.0,17575,96
14100.0,12208,94
7950.0,7072,53
12750.0,11057,85
11550.0,15784,77
23250.0,19888,155
12600.0,10861,84
10350.0,13631,69
23850.0,20414,159
23850.0,20520,159
5100.0,4738,34
25800.0,21992,172
21000.0,18729,140
24000.0,20100,160
5250.0,8630,35
9900.0,11682,66
5250.0,4738,35
5400.0,7659,36
10500.0,9270,70
14250.0,12209,95
3600.0,3370,24
10350.0,13365,69
13800.0,12003,92
10500.0,9169,70
8550.0,14417,57
3300.0,3160,22
21450.0,18310,143
11250.0,9787,75
5700.0,5158,38
30150.0,25676,201
4500.0,4213,30
29400.0,24938,196
7950.0,7066,53
10200.0,16206,68
19950.0,17048,133
28200.0,23993,188
6900.0,6308,46
25500.0,21781,170
12000.0,20009,80
35400.0,29916,236
22650.0,19257,151
3300.0,3160,22
15750.0,13823,105
8400.0,7472,56
19500.0,16732,130
9150.0,8105,61
20700.0,17782,138
10800.0,11050,72
2550.0,4952,17
13500.0,11788,90
11550.0,9999,77
6150.0,5601,41
10800.0,12208,72
17100.0,14522,114
12900.0,11287,86
6600.0,6000,44
10950.0,13821,73
18150.0,15656,121
15000.0,14419,100
3450.0,3161,23
7950.0,7052,53
9300.0,8032,62
20850.0,17994,139
9000.0,7893,60
9900.0,8840,66
14100.0,11758,94
9000.0,7895,60
8400.0,8211,56
16500.0,14179,110
12750.0,10945,85
14100.0,19497,94
15300.0,13511,102
12000.0,13364,80
13200.0,15258,88
14250.0,12312,95
19050.0,16487,127
5100.0,9263,34
4650.0,8952,31
4650.0,4242,31
4200.0,7568,28
5250.0,7577,35
11100.0,9684,74
10500.0,9261,70
5550.0,6737,37
10800.0,9367,72
9900.0,8735,66
5700.0,5685,38
11700.0,10208,78
5700.0,5287,38
2700.0,2683,18
3000.0,3055,20
16650.0,14433,111
8400.0,14522,56
11550.0,10045,77
13800.0,11786,92
5850.0,5368,39
31350.0,26726,209
25650.0,21782,171
2700.0,2829,18
23100.0,19680,154
15000.0,13024,100
12900.0,11157,86
5850.0,5263,39
28050.0,23884,187
6300.0,5580,42
9600.0,8316,64
3300.0,3159,22
3300.0,3054,22
7350.0,9997,49
3300.0,3264,22
22950.0,19891,153
27750.0,23886,185
8250.0,9915,55
7050.0,6315,47
14100.0,12165,94
24750.0,21150,165
