23.0,22,27
21.3333333333,20,22
26.0,25,36
23.6666666667,22,29
36.3333333333,34,67
19.6666666667,20,17
24.0,23,30
24.6666666667,26,32
19.6666666667,20,17
19.6666666667,21,17
20.0,19,18
22.6666666667,22,26
22.3333333333,23,25
23.3333333333,22,28
20.6666666667,23,20
27.6666666667,27,41
30.3333333333,35,49
26.3333333333,25,37
20.6666666667,20,20
18.6666666667,18,14
20.6666666667,20,20
27.3333333333,27,40
24.0,23,30
36.6666666667,34,68
32.3333333333,32,55
21.6666666667,21,23
21.0,21,21
20.6666666667,21,20
26.6666666667,26,38
23.6666666667,23,29
21.6666666667,20,23
20.6666666667,20,20
26.3333333333,26,37
23.0,22,27
30.3333333333,30,49
21.6666666667,21,23
30.3333333333,30,49
34.6666666667,34,62
23.6666666667,23,29
20.0,21,18
27.0,25,39
36.0,35,66
23.6666666667,22,29
21.3333333333,21,22
28.0,27,42
40.6666666667,39,80
27.3333333333,27,40
27.3333333333,26,40
20.6666666667,20,20
20.3333333333,19,19
19.6666666667,18,17
21.3333333333,21,22
31.3333333333,29,52
19.3333333333,19,16
35.3333333333,35,64
29.3333333333,29,46
27.0,26,39
31.6666666667,32,53
23.6666666667,21,29
19.0,18,15
32.3333333333,30,55
31.0,31,51
20.3333333333,19,19
30.0,30,48
28.0,28,42
26.0,26,36
21.6666666667,20,23
18.3333333333,19,13
24.0,22,30
26.3333333333,26,37
32.6666666667,33,56
31.0,30,51
25.6666666667,26,35
24.3333333333,23,31
24.6666666667,24,32
29.3333333333,29,46
33.6666666667,34,59
22.6666666667,21,26
