55.0,56,65
21.4,25,23
32.6,35,37
25.4,29,28
27.8,31,31
19.0,22,20
36.6,41,42
45.4,49,53
11.0,15,10
45.4,49,53
23.0,25,25
25.4,29,28
25.4,29,28
25.4,25,28
32.6,31,37
24.6,28,27
22.2,24,24
46.2,49,54
27.0,30,30
33.4,38,38
29.4,34,33
22.2,24,24
46.2,51,54
27.8,31,31
35.0,41,40
11.0,15,10
16.6,20,17
43.0,45,50
23.0,23,25
26.2,31,29
11.8,14,11
20.6,22,22
19.8,21,21
25.4,29,28
31.0,35,35
18.2,21,19
27.0,29,30
29.4,33,33
14.2,17,14
29.4,32,33
29.4,33,33
30.2,34,34
27.0,30,30
28.6,33,32
28.6,31,32
19.0,23,20
28.6,33,32
32.6,32,37
53.4,54,63
7.0,11,5
26.2,31,29
37.4,37,43
64.6,65,77
15.0,18,15
30.2,35,34
17.4,20,18
48.6,48,57
60.6,61,72
47.8,48,56
29.4,33,33
9.4,13,8
36.6,37,42
34.2,35,39
24.6,29,27
50.2,52,59
23.0,26,25
50.2,54,59
26.2,29,29
34.2,38,39
23.0,24,25
23.8,27,26
18.2,21,19
29.4,31,33
23.8,26,26
20.6,23,22
13.4,17,13
36.6,40,42
15.0,18,15
23.0,25,25
18.2,20,19
31.0,35,35
37.4,41,43
34.2,36,39
19.8,22,21
26.2,31,29
24.6,29,27
17.4,19,18
19.0,21,20
16.6,18,17
19.8,22,21
31.0,32,35
23.0,24,25
20.6,21,22
23.0,25,25
41.4,46,48
14.2,16,14
31.8,35,36
26.2,27,29
18.2,21,19
23.8,25,26
32.6,35,37
26.2,31,29
18.2,22,19
53.4,57,63
31.0,35,35
24.6,29,27
20.6,21,22
30.2,35,34
21.4,25,23
39.0,42,45
54.2,55,64
32.6,36,37
48.6,51,57
37.4,40,43
27.0,30,30
33.4,38,38
50.2,54,59
18.2,21,19
31.8,34,36
16.6,19,17
17.4,18,18
31.0,31,35
20.6,24,22
31.0,35,35
16.6,18,17
31.0,32,35
20.6,25,22
8.6,14,7
43.8,45,51
26.2,29,29
43.0,46,50
17.4,21,18
16.6,19,17
13.4,16,13
15.8,18,16
23.0,27,25
35.8,37,41
41.4,43,48
23.8,28,26
15.8,18,16
35.0,37,40
11.8,14,11
16.6,18,17
27.0,31,30
24.6,29,27
11.0,14,10
25.4,29,28
40.6,44,47
12.6,15,12
15.8,20,16
39.0,43,45
29.4,33,33
32.6,35,37
18.2,20,19
54.2,57,64
40.6,44,47
32.6,36,37
31.0,30,35
30.2,30,34
21.4,24,23
15.0,19,15
28.6,28,32
35.0,39,40
47.8,51,56
19.8,22,21
35.8,40,41
55.0,57,65
51.0,52,60
44.6,50,52
49.4,52,58
47.0,49,55
35.8,38,41
38.2,40,44
