9.6,27,48
34.2,53,171
15.2,33,76
34.0,57,170
8.6,25,43
26.0,46,130
26.2,43,131
14.8,33,74
16.0,35,80
17.4,39,87
7.4,27,37
15.0,33,75
5.0,23,25
27.8,48,139
15.0,34,75
5.0,26,25
63.6,28,318
5.4,26,27
63.0,30,315
9.4,27,47
17.6,38,88
16.4,33,82
34.0,53,170
8.8,26,44
25.2,66,126
9.6,30,48
26.2,45,131
68.0,30,340
9.6,26,48
35.0,53,175
19.0,38,95
34.8,51,174
26.4,44,132
37.4,54,187
21.2,42,106
14.2,34,71
39.2,51,196
20.2,41,101
14.2,79,71
9.2,26,46
32.4,52,162
31.4,49,157
31.8,57,159
17.0,36,85
30.8,58,154
30.4,50,152
8.4,27,42
17.4,36,87
15.6,75,78
35.0,54,175
40.2,60,201
22.4,39,112
16.8,36,84
34.6,57,173
6.8,24,34
22.2,37,111
33.2,50,166
25.6,43,128
35.0,53,175
34.0,53,170
3.2,23,16
4.0,21,20
7.8,26,39
11.6,28,58
18.8,36,94
17.4,38,87
29.2,44,146
17.8,37,89
25.6,43,128
14.0,33,70
16.8,33,84
14.4,32,72
43.0,62,215
31.8,49,159
31.2,56,156
10.8,28,54
17.6,36,88
21.8,72,109
20.2,38,101
61.0,28,305
18.6,34,93
21.2,73,106
15.4,34,77
6.6,26,33
30.2,60,151
59.4,32,297
35.0,54,175
18.2,36,91
3.8,22,19
12.6,31,63
7.8,26,39
31.0,51,155
26.8,61,134
5.8,23,29
30.0,47,150
14.4,33,72
18.8,38,94
25.0,45,125
34.6,53,173
20.0,38,100
5.6,23,28
28.2,48,141
16.0,34,80
10.0,28,50
37.6,51,188
8.6,28,43
3.4,21,17
11.2,27,56
32.0,49,160
13.0,29,65
23.8,40,119
41.2,49,206
35.2,60,176
31.6,49,158
15.0,33,75
23.6,65,118
32.6,51,163
30.4,49,152
27.6,46,138
30.2,58,151
35.0,52,175
25.8,43,129
16.2,74,81
17.8,37,89
26.6,42,133
65.2,28,326
15.2,76,76
24.0,40,120
27.4,47,137
63.8,28,319
14.6,73,73
28.2,46,141
62.2,27,311
32.6,48,163
6.0,27,30
6.2,27,31
20.8,42,104
30.2,48,151
11.4,32,57
9.8,29,49
6.4,22,32
35.2,55,176
24.0,43,120
34.2,54,171
26.4,44,132
28.6,59,143
6.8,26,34
26.6,44,133
13.2,30,66
34.2,58,171
25.8,42,129
27.0,44,135
22.6,39,113
33.0,55,165
20.2,39,101
11.4,32,57
4.4,21,22
17.0,34,85
27.8,47,139
16.4,36,82
27.2,61,136
27.4,47,137
52.8,39,264
8.0,25,40
4.6,22,23
28.4,45,142
29.6,49,148
29.0,45,145
10.2,30,51
5.0,23,25
31.4,48,157
13.2,31,66
30.8,50,154
10.6,29,53
7.0,23,35
30.2,59,151
18.2,36,91
28.2,45,141
16.4,36,82
27.6,48,138
33.2,59,166
18.0,39,90
63.8,231,319
